Chr1,Chr2,Blocks
3:,utex395_scaffold_1_g180.t1,1
3:,utex395_scaffold_1_g201.t1,1
3:,utex395_scaffold_1_g227.t1,1
3:,utex395_scaffold_1_g258.t1,1
3:,utex395_scaffold_18_g636.t1,1
3:,utex395_scaffold_18_g6.t1,1
3:,utex395_scaffold_18_g591.t1,1
3:,utex395_scaffold_18_g559.t1,1
3:,utex395_scaffold_18_g307.t1,1
3:,utex395_scaffold_18_g347.t1,1
3:,utex395_scaffold_18_g367.t1,1
3:,utex395_scaffold_18_g402.t1,1
3:,utex395_scaffold_18_g417.t1,1
3:,utex395_scaffold_18_g422.t1,1
3:,utex395_scaffold_18_g423.t1,1
3:,utex395_scaffold_18_g425.t1,1
3:,utex395_scaffold_18_g451.t1,1
3:,utex395_scaffold_18_g458.t1,1
3:,utex395_scaffold_18_g46.t1,1
3:,utex395_scaffold_18_g483.t1,1
3:,utex395_scaffold_18_g488.t1,1
3:,utex395_scaffold_18_g525.t1,1
3:,utex395_scaffold_18_g541.t1,1
3:,utex2526_scaffold_12_g196.t1,1
3:,utex2526_scaffold_12_g195.t1,1
3:,utex2526_scaffold_12_g187.t1,1
33:,utexb3016_scaffold_17_g939.t1,1
33:,utexb3016_scaffold_12_g478.t1,1
33:,utexb3016_scaffold_12_g684.t1,1
33:,utexb3016_scaffold_15_g668.t1,1
33:,utexb3016_scaffold_16_g445.t1,1
33:,utexb3016_scaffold_16_g668.t1,1
33:,utexb3016_scaffold_16_g983.t1,1
33:,utexb3016_scaffold_17_g799.t1,1
33:,utexb3016_scaffold_18_g839.t1,1
33:,utexb3016_scaffold_10_g390.t1,1
33:,utexb3016_scaffold_20_g345.t1,1
33:,utexb3016_scaffold_21_g186.t1,1
33:,utexb3016_scaffold_21_g551.t1,1
33:,utexb3016_scaffold_21_g919.t1,1
33:,utexb3016_scaffold_22_g1188.t1,1
33:,utexb3016_scaffold_22_g162.t1,1
33:,utexb3016_scaffold_22_g365.t1,1
33:,utexb3016_scaffold_10_g591.t1,1
33:,utexb3016_scaffold_10_g333.t1,1
34:,utex2526_scaffold_12_g576.t1,1
33:,utex2526_scaffold_15_g614.t1,1
32:,utexb3016_scaffold_22_g364.t1,1
32:,utexb3016_scaffold_22_g411.t1,1
33:,utex2526_scaffold_12_g573.t1,1
33:,utex2526_scaffold_14_g353.t1,1
33:,utex2526_scaffold_15_g298.t1,1
33:,utex2526_scaffold_15_g341.t1,1
33:,utex2526_scaffold_15_g383.t1,1
33:,utex395_scaffold_17_g171.t1,1
33:,utexb3016_scaffold_10_g129.t1,1
33:,utex395_scaffold_1_g104.t1,1
33:,utex395_scaffold_20_g180.t1,1
33:,utex395_scaffold_20_g235.t1,1
33:,utex395_scaffold_20_g72.t1,1
33:,utex395_scaffold_25_g1072.t1,1
33:,utex395_scaffold_25_g372.t1,1
33:,utex395_scaffold_2_g302.t1,1
33:,utexb3016_scaffold_22_g413.t1,1
34:,utex2526_scaffold_14_g354.t1,1
35:,utex395_scaffold_20_g76.t1,1
34:,utexb3016_scaffold_22_g368.t1,1
34:,utexb3016_scaffold_18_g841.t1,1
34:,utexb3016_scaffold_20_g355.t1,1
34:,utexb3016_scaffold_21_g188.t1,1
34:,utexb3016_scaffold_21_g552.t1,1
34:,utexb3016_scaffold_21_g922.t1,1
34:,utexb3016_scaffold_22_g1189.t1,1
34:,utexb3016_scaffold_22_g163.t1,1
34:,utexb3016_scaffold_22_g425.t1,1
34:,utexb3016_scaffold_16_g993.t1,1
35:,utex2526_scaffold_15_g309.t1,1
35:,utex2526_scaffold_15_g343.t1,1
35:,utex2526_scaffold_15_g385.t1,1
35:,utex2526_scaffold_15_g616.t1,1
35:,utex395_scaffold_17_g178.t1,1
35:,utex395_scaffold_1_g111.t1,1
35:,utex395_scaffold_20_g183.t1,1
34:,utexb3016_scaffold_17_g943.t1,1
34:,utexb3016_scaffold_16_g670.t1,1
34:,utex2526_scaffold_15_g299.t1,1
34:,utex395_scaffold_20_g73.t1,1
34:,utex2526_scaffold_15_g342.t1,1
34:,utex2526_scaffold_15_g384.t1,1
34:,utex2526_scaffold_15_g615.t1,1
34:,utex395_scaffold_17_g172.t1,1
34:,utex395_scaffold_1_g108.t1,1
34:,utex395_scaffold_20_g182.t1,1
34:,utex395_scaffold_20_g237.t1,1
34:,utex395_scaffold_25_g1073.t1,1
34:,utexb3016_scaffold_16_g447.t1,1
34:,utex395_scaffold_25_g378.t1,1
34:,utex395_scaffold_2_g303.t1,1
34:,utexb3016_scaffold_10_g334.t1,1
34:,utexb3016_scaffold_10_g399.t1,1
34:,utexb3016_scaffold_12_g479.t1,1
34:,utexb3016_scaffold_12_g695.t1,1
34:,utexb3016_scaffold_15_g669.t1,1
32:,utexb3016_scaffold_22_g160.t1,1
32:,utexb3016_scaffold_22_g1185.t1,1
32:,utexb3016_scaffold_22_g1012.t1,1
31:,utexb3016_scaffold_15_g645.t1,1
31:,utexb3016_scaffold_10_g324.t1,1
31:,utexb3016_scaffold_10_g388.t1,1
31:,utexb3016_scaffold_10_g573.t1,1
31:,utexb3016_scaffold_12_g258.t1,1
31:,utexb3016_scaffold_12_g379.t1,1
31:,utexb3016_scaffold_12_g475.t1,1
31:,utexb3016_scaffold_12_g674.t1,1
31:,utexb3016_scaffold_16_g441.t1,1
31:,utex395_scaffold_2_g300.t1,1
31:,utexb3016_scaffold_16_g665.t1,1
31:,utexb3016_scaffold_16_g981.t1,1
31:,utexb3016_scaffold_17_g794.t1,1
31:,utexb3016_scaffold_17_g933.t1,1
31:,utexb3016_scaffold_18_g834.t1,1
31:,utexb3016_scaffold_20_g338.t1,1
31:,utexb3016_scaffold_21_g171.t1,1
31:,utexb3016_scaffold_10_g123.t1,1
31:,utex395_scaffold_25_g358.t1,1
32:,utexb3016_scaffold_21_g918.t1,1
31:,utex2526_scaffold_15_g332.t1,1
30:,utexb3016_scaffold_22_g1177.t1,1
30:,utexb3016_scaffold_22_g155.t1,1
30:,utexb3016_scaffold_22_g359.t1,1
30:,utexb3016_scaffold_22_g406.t1,1
31:,utex2526_scaffold_12_g422.t1,1
31:,utex2526_scaffold_14_g348.t1,1
31:,utex2526_scaffold_15_g293.t1,1
31:,utex2526_scaffold_15_g380.t1,1
31:,utex395_scaffold_25_g1063.t1,1
31:,utex2526_scaffold_15_g612.t1,1
31:,utex395_scaffold_17_g167.t1,1
31:,utex395_scaffold_18_g531.t1,1
31:,utex395_scaffold_1_g93.t1,1
31:,utex395_scaffold_20_g176.t1,1
31:,utex395_scaffold_20_g231.t1,1
31:,utex395_scaffold_20_g70.t1,1
31:,utexb3016_scaffold_21_g547.t1,1
31:,utexb3016_scaffold_21_g913.t1,1
31:,utexb3016_scaffold_22_g1011.t1,1
32:,utexb3016_scaffold_16_g444.t1,1
32:,utexb3016_scaffold_10_g329.t1,1
32:,utexb3016_scaffold_10_g389.t1,1
32:,utexb3016_scaffold_10_g574.t1,1
32:,utexb3016_scaffold_12_g390.t1,1
32:,utexb3016_scaffold_12_g476.t1,1
32:,utexb3016_scaffold_12_g680.t1,1
32:,utexb3016_scaffold_15_g655.t1,1
32:,utexb3016_scaffold_16_g666.t1,1
31:,utexb3016_scaffold_22_g1182.t1,1
32:,utexb3016_scaffold_16_g982.t1,1
32:,utexb3016_scaffold_17_g795.t1,1
32:,utexb3016_scaffold_17_g935.t1,1
32:,utexb3016_scaffold_18_g838.t1,1
32:,utexb3016_scaffold_20_g340.t1,1
32:,utexb3016_scaffold_21_g175.t1,1
32:,utexb3016_scaffold_21_g548.t1,1
32:,utexb3016_scaffold_10_g125.t1,1
32:,utex395_scaffold_2_g301.t1,1
32:,utex395_scaffold_25_g371.t1,1
32:,utex395_scaffold_25_g1065.t1,1
31:,utexb3016_scaffold_22_g159.t1,1
31:,utexb3016_scaffold_22_g363.t1,1
31:,utexb3016_scaffold_22_g410.t1,1
32:,utex2526_scaffold_12_g424.t1,1
32:,utex2526_scaffold_12_g559.t1,1
32:,utex2526_scaffold_14_g351.t1,1
32:,utex2526_scaffold_15_g294.t1,1
32:,utex2526_scaffold_15_g338.t1,1
32:,utex2526_scaffold_15_g381.t1,1
32:,utex2526_scaffold_15_g613.t1,1
32:,utex395_scaffold_17_g169.t1,1
32:,utex395_scaffold_1_g97.t1,1
32:,utex395_scaffold_20_g178.t1,1
32:,utex395_scaffold_20_g232.t1,1
32:,utex395_scaffold_20_g71.t1,1
35:,utex395_scaffold_20_g238.t1,1
35:,utex395_scaffold_25_g1075.t1,1
3:,utex2526_scaffold_12_g177.t1,1
39:,utex395_scaffold_25_g1090.t1,1
39:,utex2526_scaffold_15_g353.t1,1
39:,utex2526_scaffold_15_g392.t1,1
39:,utex2526_scaffold_15_g627.t1,1
39:,utex395_scaffold_17_g190.t1,1
39:,utex395_scaffold_1_g120.t1,1
39:,utex395_scaffold_20_g245.t1,1
39:,utex395_scaffold_20_g80.t1,1
39:,utex395_scaffold_25_g388.t1,1
38:,utexb3016_scaffold_22_g372.t1,1
39:,utex395_scaffold_2_g318.t1,1
39:,utexb3016_scaffold_10_g351.t1,1
39:,utexb3016_scaffold_10_g405.t1,1
39:,utexb3016_scaffold_12_g710.t1,1
39:,utexb3016_scaffold_15_g682.t1,1
39:,utexb3016_scaffold_16_g460.t1,1
39:,utexb3016_scaffold_16_g705.t1,1
38:,utexb3016_scaffold_22_g446.t1,1
38:,utexb3016_scaffold_22_g178.t1,1
39:,utexb3016_scaffold_18_g870.t1,1
38:,utexb3016_scaffold_12_g706.t1,1
38:,utex395_scaffold_20_g243.t1,1
38:,utex395_scaffold_20_g79.t1,1
38:,utex395_scaffold_25_g1084.t1,1
38:,utex395_scaffold_25_g387.t1,1
38:,utex395_scaffold_2_g307.t1,1
38:,utexb3016_scaffold_10_g345.t1,1
38:,utexb3016_scaffold_10_g404.t1,1
38:,utexb3016_scaffold_15_g673.t1,1
38:,utexb3016_scaffold_22_g1201.t1,1
38:,utexb3016_scaffold_16_g458.t1,1
38:,utexb3016_scaffold_16_g704.t1,1
38:,utexb3016_scaffold_17_g948.t1,1
38:,utexb3016_scaffold_18_g855.t1,1
38:,utexb3016_scaffold_20_g377.t1,1
38:,utexb3016_scaffold_21_g207.t1,1
38:,utexb3016_scaffold_21_g940.t1,1
39:,utexb3016_scaffold_17_g949.t1,1
39:,utexb3016_scaffold_20_g379.t1,1
35:,utex395_scaffold_25_g380.t1,1
3:,utex2526_scaffold_10_g73.t1,1
3:,utex2526_scaffold_10_g572.t1,1
3:,utex2526_scaffold_10_g573.t1,1
3:,utex2526_scaffold_10_g593.t1,1
3:,utex2526_scaffold_10_g629.t1,1
3:,utex2526_scaffold_10_g648.t1,1
3:,utex2526_scaffold_10_g66.t1,1
3:,utex2526_scaffold_10_g705.t1,1
3:,utex2526_scaffold_10_g89.t1,1
3:,utex2526_scaffold_10_g550.t1,1
3:,utex2526_scaffold_11_g10.t1,1
3:,utex2526_scaffold_11_g42.t1,1
3:,utex2526_scaffold_11_g59.t1,1
3:,utex2526_scaffold_12_g125.t1,1
3:,utex2526_scaffold_12_g144.t1,1
3:,utex2526_scaffold_12_g16.t1,1
3:,utex2526_scaffold_12_g172.t1,1
3:,utex2526_scaffold_10_g553.t1,1
3:,utex2526_scaffold_10_g511.t1,1
39:,utexb3016_scaffold_21_g208.t1,1
3:,utex2526_scaffold_10_g273.t1,1
39:,utexb3016_scaffold_21_g944.t1,1
39:,utexb3016_scaffold_22_g1202.t1,1
39:,utexb3016_scaffold_22_g182.t1,1
39:,utexb3016_scaffold_22_g374.t1,1
39:,utexb3016_scaffold_22_g450.t1,1
3:,utex2526_scaffold_10_g103.t1,1
3:,utex2526_scaffold_10_g181.t1,1
3:,utex2526_scaffold_10_g34.t1,1
3:,utex2526_scaffold_10_g503.t1,1
3:,utex2526_scaffold_10_g387.t1,1
3:,utex2526_scaffold_10_g392.t1,1
3:,utex2526_scaffold_10_g443.t1,1
3:,utex2526_scaffold_10_g457.t1,1
3:,utex2526_scaffold_10_g458.t1,1
3:,utex2526_scaffold_10_g474.t1,1
3:,utex2526_scaffold_10_g501.t1,1
38:,utex395_scaffold_1_g119.t1,1
38:,utex395_scaffold_17_g183.t1,1
38:,utex2526_scaffold_15_g626.t1,1
36:,utex395_scaffold_25_g1076.t1,1
36:,utex2526_scaffold_15_g386.t1,1
36:,utex2526_scaffold_15_g618.t1,1
36:,utex395_scaffold_17_g179.t1,1
36:,utex395_scaffold_1_g112.t1,1
36:,utex395_scaffold_20_g184.t1,1
36:,utex395_scaffold_20_g239.t1,1
36:,utex395_scaffold_20_g77.t1,1
36:,utex395_scaffold_25_g382.t1,1
36:,utex2526_scaffold_15_g322.t1,1
36:,utex395_scaffold_2_g305.t1,1
36:,utexb3016_scaffold_10_g339.t1,1
36:,utexb3016_scaffold_10_g401.t1,1
36:,utexb3016_scaffold_12_g481.t1,1
36:,utexb3016_scaffold_12_g703.t1,1
36:,utexb3016_scaffold_15_g671.t1,1
36:,utexb3016_scaffold_16_g450.t1,1
36:,utex2526_scaffold_15_g347.t1,1
35:,utexb3016_scaffold_22_g426.t1,1
38:,utex2526_scaffold_15_g391.t1,1
35:,utexb3016_scaffold_16_g675.t1,1
35:,utex395_scaffold_2_g304.t1,1
35:,utexb3016_scaffold_10_g335.t1,1
35:,utexb3016_scaffold_10_g400.t1,1
35:,utexb3016_scaffold_12_g480.t1,1
35:,utexb3016_scaffold_12_g701.t1,1
35:,utexb3016_scaffold_15_g670.t1,1
35:,utexb3016_scaffold_16_g449.t1,1
35:,utexb3016_scaffold_17_g944.t1,1
35:,utexb3016_scaffold_22_g369.t1,1
35:,utexb3016_scaffold_18_g844.t1,1
35:,utexb3016_scaffold_20_g359.t1,1
35:,utexb3016_scaffold_21_g191.t1,1
35:,utexb3016_scaffold_21_g553.t1,1
35:,utexb3016_scaffold_21_g929.t1,1
35:,utexb3016_scaffold_22_g1191.t1,1
35:,utexb3016_scaffold_22_g165.t1,1
36:,utexb3016_scaffold_16_g679.t1,1
36:,utexb3016_scaffold_17_g945.t1,1
36:,utexb3016_scaffold_18_g852.t1,1
37:,utexb3016_scaffold_20_g369.t1,1
37:,utexb3016_scaffold_12_g482.t1,1
37:,utexb3016_scaffold_12_g705.t1,1
37:,utexb3016_scaffold_15_g672.t1,1
37:,utexb3016_scaffold_16_g456.t1,1
37:,utexb3016_scaffold_16_g688.t1,1
37:,utexb3016_scaffold_17_g947.t1,1
37:,utexb3016_scaffold_18_g853.t1,1
37:,utexb3016_scaffold_21_g205.t1,1
36:,utexb3016_scaffold_20_g367.t1,1
37:,utexb3016_scaffold_21_g572.t1,1
37:,utexb3016_scaffold_21_g934.t1,1
37:,utexb3016_scaffold_22_g1200.t1,1
37:,utexb3016_scaffold_22_g167.t1,1
37:,utexb3016_scaffold_22_g371.t1,1
37:,utexb3016_scaffold_22_g440.t1,1
38:,utex2526_scaffold_15_g352.t1,1
37:,utexb3016_scaffold_10_g402.t1,1
37:,utexb3016_scaffold_10_g343.t1,1
37:,utex395_scaffold_2_g306.t1,1
37:,utex395_scaffold_25_g383.t1,1
36:,utexb3016_scaffold_21_g203.t1,1
36:,utexb3016_scaffold_21_g569.t1,1
36:,utexb3016_scaffold_21_g931.t1,1
36:,utexb3016_scaffold_22_g1196.t1,1
36:,utexb3016_scaffold_22_g166.t1,1
36:,utexb3016_scaffold_22_g370.t1,1
36:,utexb3016_scaffold_22_g439.t1,1
37:,utex2526_scaffold_15_g351.t1,1
37:,utex2526_scaffold_15_g387.t1,1
37:,utex2526_scaffold_15_g625.t1,1
37:,utex395_scaffold_17_g180.t1,1
37:,utex395_scaffold_1_g114.t1,1
37:,utex395_scaffold_20_g241.t1,1
37:,utex395_scaffold_20_g78.t1,1
37:,utex395_scaffold_25_g1078.t1,1
2:,utex2526_scaffold_15_g1119.t1,1
2:,utex2526_scaffold_15_g1072.t1,1
1:,utex395_scaffold_18_g416.t1,1
1:,utexb3016_scaffold_22_g482.t1,1
1:,utexb3016_scaffold_22_g287.t1,1
1:,utexb3016_scaffold_22_g297.t1,1
1:,utexb3016_scaffold_22_g321.t1,1
1:,utexb3016_scaffold_22_g339.t1,1
1:,utexb3016_scaffold_22_g370.t1,1
1:,utexb3016_scaffold_22_g417.t1,1
1:,utexb3016_scaffold_22_g479.t1,1
1:,utexb3016_scaffold_22_g5.t1,1
1:,utexb3016_scaffold_22_g246.t1,1
1:,utexb3016_scaffold_22_g537.t1,1
1:,utexb3016_scaffold_22_g554.t1,1
1:,utexb3016_scaffold_22_g56.t1,1
1:,utexb3016_scaffold_22_g571.t1,1
1:,utexb3016_scaffold_22_g572.t1,1
1:,utexb3016_scaffold_22_g575.t1,1
1:,utexb3016_scaffold_22_g594.t1,1
1:,utexb3016_scaffold_22_g274.t1,1
1:,utexb3016_scaffold_22_g222.t1,1
1:,utexb3016_scaffold_22_g605.t1,1
1:,utexb3016_scaffold_22_g1237.t1,1
1:,utexb3016_scaffold_22_g1071.t1,1
1:,utexb3016_scaffold_22_g1090.t1,1
1:,utexb3016_scaffold_22_g1093.t1,1
1:,utexb3016_scaffold_22_g1117.t1,1
1:,utexb3016_scaffold_22_g1144.t1,1
1:,utexb3016_scaffold_22_g1203.t1,1
1:,utexb3016_scaffold_22_g1204.t1,1
1:,utexb3016_scaffold_22_g1275.t1,1
1:,utexb3016_scaffold_22_g219.t1,1
1:,utexb3016_scaffold_22_g1295.t1,1
1:,utexb3016_scaffold_22_g1331.t1,1
1:,utexb3016_scaffold_22_g1360.t1,1
1:,utexb3016_scaffold_22_g1480.t1,1
1:,utexb3016_scaffold_22_g169.t1,1
1:,utexb3016_scaffold_22_g193.t1,1
1:,utexb3016_scaffold_22_g217.t1,1
1:,utexb3016_scaffold_22_g597.t1,1
1:,utexb3016_scaffold_22_g611.t1,1
1:,utexb3016_scaffold_22_g1055.t1,1
1:,utexb3016_scaffold_7_g263.t1,1
1:,utexb3016_scaffold_22_g962.t1,1
1:,utexb3016_scaffold_22_g989.t1,1
1:,utexb3016_scaffold_7_g115.t1,1
1:,utexb3016_scaffold_7_g137.t1,1
1:,utexb3016_scaffold_7_g164.t1,1
1:,utexb3016_scaffold_7_g215.t1,1
1:,utexb3016_scaffold_7_g236.t1,1
1:,utexb3016_scaffold_7_g277.t1,1
1:,utexb3016_scaffold_22_g926.t1,1
1:,utexb3016_scaffold_7_g298.t1,1
1:,utexb3016_scaffold_7_g348.t1,1
1:,utexb3016_scaffold_7_g369.t1,1
1:,utexb3016_scaffold_7_g391.t1,1
20:,utex2526_scaffold_10_g185.t1,1
20:,utex2526_scaffold_10_g697.t1,1
20:,utex2526_scaffold_11_g29.t1,1
1:,utexb3016_scaffold_22_g960.t1,1
1:,utexb3016_scaffold_22_g924.t1,1
1:,utexb3016_scaffold_22_g619.t1,1
1:,utexb3016_scaffold_22_g757.t1,1
1:,utexb3016_scaffold_22_g620.t1,1
1:,utexb3016_scaffold_22_g646.t1,1
1:,utexb3016_scaffold_22_g654.t1,1
1:,utexb3016_scaffold_22_g655.t1,1
1:,utexb3016_scaffold_22_g659.t1,1
1:,utexb3016_scaffold_22_g703.t1,1
1:,utexb3016_scaffold_22_g720.t1,1
1:,utexb3016_scaffold_22_g763.t1,1
1:,utexb3016_scaffold_22_g918.t1,1
1:,utexb3016_scaffold_22_g782.t1,1
1:,utexb3016_scaffold_22_g809.t1,1
1:,utexb3016_scaffold_22_g847.t1,1
1:,utexb3016_scaffold_22_g851.t1,1
1:,utexb3016_scaffold_22_g859.t1,1
1:,utexb3016_scaffold_22_g860.t1,1
1:,utexb3016_scaffold_22_g9.t1,1
1:,utexb3016_scaffold_22_g1057.t1,1
1:,utexb3016_scaffold_22_g1025.t1,1
21:,utexb3016_scaffold_17_g969.t1,1
1:,utexb3016_scaffold_21_g1166.t1,1
1:,utexb3016_scaffold_20_g89.t1,1
1:,utexb3016_scaffold_21_g1005.t1,1
1:,utexb3016_scaffold_21_g1008.t1,1
1:,utexb3016_scaffold_21_g1029.t1,1
1:,utexb3016_scaffold_21_g1043.t1,1
1:,utexb3016_scaffold_21_g1095.t1,1
1:,utexb3016_scaffold_21_g1147.t1,1
1:,utexb3016_scaffold_21_g1231.t1,1
1:,utexb3016_scaffold_20_g488.t1,1
1:,utexb3016_scaffold_21_g1236.t1,1
1:,utexb3016_scaffold_21_g1248.t1,1
1:,utexb3016_scaffold_21_g125.t1,1
1:,utexb3016_scaffold_21_g1268.t1,1
1:,utexb3016_scaffold_21_g1282.t1,1
1:,utexb3016_scaffold_21_g1290.t1,1
1:,utexb3016_scaffold_21_g1326.t1,1
1:,utexb3016_scaffold_20_g511.t1,1
1:,utexb3016_scaffold_20_g443.t1,1
1:,utexb3016_scaffold_21_g1382.t1,1
1:,utexb3016_scaffold_19_g1367.t1,1
1:,utexb3016_scaffold_18_g720.t1,1
1:,utexb3016_scaffold_18_g739.t1,1
1:,utexb3016_scaffold_18_g74.t1,1
1:,utexb3016_scaffold_18_g740.t1,1
1:,utexb3016_scaffold_18_g761.t1,1
1:,utexb3016_scaffold_18_g823.t1,1
1:,utexb3016_scaffold_18_g853.t1,1
1:,utexb3016_scaffold_20_g103.t1,1
1:,utexb3016_scaffold_20_g437.t1,1
1:,utexb3016_scaffold_20_g189.t1,1
1:,utexb3016_scaffold_20_g208.t1,1
1:,utexb3016_scaffold_20_g3.t1,1
1:,utexb3016_scaffold_20_g349.t1,1
1:,utexb3016_scaffold_20_g370.t1,1
1:,utexb3016_scaffold_20_g411.t1,1
1:,utexb3016_scaffold_20_g42.t1,1
1:,utexb3016_scaffold_21_g1361.t1,1
1:,utexb3016_scaffold_21_g208.t1,1
1:,utexb3016_scaffold_22_g1004.t1,1
1:,utexb3016_scaffold_21_g85.t1,1
1:,utexb3016_scaffold_21_g721.t1,1
1:,utexb3016_scaffold_21_g766.t1,1
1:,utexb3016_scaffold_21_g796.t1,1
1:,utexb3016_scaffold_21_g8.t1,1
1:,utexb3016_scaffold_21_g804.t1,1
1:,utexb3016_scaffold_21_g833.t1,1
1:,utexb3016_scaffold_21_g837.t1,1
1:,utexb3016_scaffold_21_g853.t1,1
1:,utexb3016_scaffold_21_g71.t1,1
1:,utexb3016_scaffold_21_g859.t1,1
1:,utexb3016_scaffold_21_g880.t1,1
1:,utexb3016_scaffold_21_g889.t1,1
1:,utexb3016_scaffold_21_g911.t1,1
1:,utexb3016_scaffold_21_g934.t1,1
1:,utexb3016_scaffold_21_g938.t1,1
1:,utexb3016_scaffold_21_g950.t1,1
1:,utexb3016_scaffold_21_g718.t1,1
1:,utexb3016_scaffold_21_g702.t1,1
1:,utexb3016_scaffold_21_g239.t1,1
1:,utexb3016_scaffold_21_g388.t1,1
1:,utexb3016_scaffold_21_g250.t1,1
1:,utexb3016_scaffold_21_g258.t1,1
1:,utexb3016_scaffold_21_g27.t1,1
1:,utexb3016_scaffold_21_g294.t1,1
1:,utexb3016_scaffold_21_g318.t1,1
1:,utexb3016_scaffold_21_g340.t1,1
1:,utexb3016_scaffold_21_g343.t1,1
1:,utexb3016_scaffold_21_g402.t1,1
1:,utexb3016_scaffold_21_g652.t1,1
1:,utexb3016_scaffold_21_g438.t1,1
1:,utexb3016_scaffold_21_g474.t1,1
1:,utexb3016_scaffold_21_g544.t1,1
1:,utexb3016_scaffold_21_g561.t1,1
1:,utexb3016_scaffold_21_g584.t1,1
1:,utexb3016_scaffold_21_g59.t1,1
1:,utexb3016_scaffold_21_g64.t1,1
20:,utex2526_scaffold_11_g67.t1,1
20:,utex2526_scaffold_12_g405.t1,1
20:,utex2526_scaffold_12_g430.t1,1
21:,utex2526_scaffold_15_g366.t1,1
21:,utex2526_scaffold_14_g87.t1,1
21:,utex2526_scaffold_15_g107.t1,1
21:,utex2526_scaffold_15_g108.t1,1
21:,utex2526_scaffold_15_g205.t1,1
21:,utex2526_scaffold_15_g206.t1,1
21:,utex2526_scaffold_15_g271.t1,1
21:,utex2526_scaffold_15_g292.t1,1
21:,utex2526_scaffold_15_g597.t1,1
21:,utex2526_scaffold_14_g400.t1,1
21:,utex2526_scaffold_15_g634.t1,1
21:,utex2526_scaffold_15_g815.t1,1
21:,utex2526_scaffold_15_g820.t1,1
21:,utex2526_scaffold_1_g27.t1,1
21:,utex2526_scaffold_23_g114.t1,1
21:,utex395_scaffold_17_g135.t1,1
21:,utex395_scaffold_18_g143.t1,1
21:,utex2526_scaffold_14_g431.t1,1
21:,utex2526_scaffold_14_g332.t1,1
21:,utex395_scaffold_18_g520.t1,1
20:,utexb3016_scaffold_7_g203.t1,1
20:,utexb3016_scaffold_21_g883.t1,1
20:,utexb3016_scaffold_22_g1141.t1,1
20:,utexb3016_scaffold_22_g125.t1,1
20:,utexb3016_scaffold_22_g336.t1,1
20:,utexb3016_scaffold_22_g365.t1,1
20:,utexb3016_scaffold_22_g694.t1,1
20:,utexb3016_scaffold_22_g989.t1,1
21:,utex2526_scaffold_10_g190.t1,1
21:,utex2526_scaffold_14_g319.t1,1
21:,utex2526_scaffold_10_g642.t1,1
21:,utex2526_scaffold_11_g30.t1,1
21:,utex2526_scaffold_11_g68.t1,1
21:,utex2526_scaffold_12_g407.t1,1
21:,utex2526_scaffold_12_g494.t1,1
21:,utex2526_scaffold_13_g104.t1,1
21:,utex2526_scaffold_14_g102.t1,1
21:,utex395_scaffold_18_g266.t1,1
21:,utex395_scaffold_1_g212.t1,1
20:,utex2526_scaffold_12_g493.t1,1
21:,utexb3016_scaffold_15_g615.t1,1
21:,utexb3016_scaffold_10_g365.t1,1
21:,utexb3016_scaffold_10_g538.t1,1
21:,utexb3016_scaffold_12_g342.t1,1
21:,utexb3016_scaffold_12_g451.t1,1
21:,utexb3016_scaffold_12_g649.t1,1
21:,utexb3016_scaffold_13_g179.t1,1
21:,utexb3016_scaffold_15_g479.t1,1
21:,utexb3016_scaffold_16_g256.t1,1
21:,utexb3016_scaffold_10_g198.t1,1
21:,utexb3016_scaffold_16_g340.t1,1
21:,utexb3016_scaffold_16_g416.t1,1
21:,utexb3016_scaffold_16_g641.t1,1
21:,utexb3016_scaffold_16_g824.t1,1
21:,utexb3016_scaffold_16_g932.t1,1
21:,utexb3016_scaffold_17_g225.t1,1
21:,utexb3016_scaffold_17_g756.t1,1
21:,utexb3016_scaffold_10_g294.t1,1
21:,utexb3016_scaffold_10_g100.t1,1
21:,utex395_scaffold_1_g311.t1,1
21:,utex395_scaffold_24_g740.t1,1
21:,utex395_scaffold_1_g65.t1,1
21:,utex395_scaffold_20_g166.t1,1
21:,utex395_scaffold_20_g216.t1,1
21:,utex395_scaffold_20_g49.t1,1
21:,utex395_scaffold_23_g412.t1,1
21:,utex395_scaffold_24_g309.t1,1
21:,utex395_scaffold_24_g618.t1,1
21:,utex395_scaffold_24_g868.t1,1
21:,utex395_scaffold_2_g67.t1,1
21:,utex395_scaffold_25_g1046.t1,1
21:,utex395_scaffold_25_g328.t1,1
21:,utex395_scaffold_25_g563.t1,1
21:,utex395_scaffold_25_g739.t1,1
21:,utex395_scaffold_2_g209.t1,1
21:,utex395_scaffold_2_g269.t1,1
21:,utex395_scaffold_2_g352.t1,1
20:,utexb3016_scaffold_21_g806.t1,1
20:,utexb3016_scaffold_21_g517.t1,1
20:,utexb3016_scaffold_21_g1423.t1,1
20:,utex395_scaffold_20_g165.t1,1
20:,utex395_scaffold_17_g131.t1,1
20:,utex395_scaffold_18_g137.t1,1
20:,utex395_scaffold_18_g265.t1,1
20:,utex395_scaffold_18_g519.t1,1
20:,utex395_scaffold_1_g208.t1,1
20:,utex395_scaffold_1_g310.t1,1
20:,utex395_scaffold_1_g64.t1,1
20:,utex395_scaffold_20_g215.t1,1
20:,utex2526_scaffold_1_g26.t1,1
20:,utex395_scaffold_20_g48.t1,1
